Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID79618 : ID84882),356,79618,84882,1.286,29.500,126.213,41.700,27.088,1.134,1.134,None
(ID20863 : ID7713),359,20863,7713,16.494,0.500,47.320,216.580,35.676,4.061,4.061,None
(ID7713 : ID14877),359,7713,14877,1.352,1.500,48.360,217.620,35.676,1.163,1.163,None
(ID14877 : ID18273),359,14877,18273,4.326,2.500,47.840,216.320,35.676,2.080,2.080,None
(ID14877 : ID18277),359,14877,18277,7.030,2.500,49.140,217.100,35.676,2.651,2.651,None
(ID18273 : ID16716),359,18273,16716,57.325,3.500,46.800,211.640,35.676,7.571,7.571,None
(ID18277 : ID16731),359,18277,16731,1.352,3.500,50.960,216.580,35.676,1.163,1.163,None
(ID16716 : ID2581),359,16716,2581,4.867,4.500,46.540,207.220,35.676,2.206,2.206,None
(ID16731 : ID2588),359,16731,2588,4.867,4.500,52.260,215.540,35.676,2.206,2.206,None
(ID2581 : ID12136),359,2581,12136,63.003,5.500,45.240,209.820,35.676,7.937,7.937,None
(ID2588 : ID12140),359,2588,12140,9.734,5.500,54.600,214.760,35.676,3.120,3.120,None
(ID12136 : ID7645),359,12136,7645,0.270,6.500,43.420,213.200,35.676,0.520,0.520,None
(ID7645 : ID42541),359,7645,42541,15.683,7.500,42.900,211.380,35.676,3.960,3.960,None
(ID20877 : ID7723),361,20877,7723,4.326,0.500,50.440,229.320,35.676,2.080,2.080,None
(ID7723 : ID14886),361,7723,14886,2.163,1.500,50.960,228.800,35.676,1.471,1.471,None
(ID14886 : ID18284),361,14886,18284,22.984,2.500,49.920,225.940,35.676,4.794,4.794,None
(ID14886 : ID18291),361,14886,18291,9.734,2.500,50.440,229.840,35.676,3.120,3.120,None
(ID18284 : ID16737),361,18284,16737,27.040,3.500,47.320,222.040,35.676,5.200,5.200,None
(ID18291 : ID16766),361,18291,16766,0.270,3.500,50.700,231.400,35.676,0.520,0.520,None
(ID16766 : ID2605),361,16766,2605,0.270,4.500,51.220,231.400,35.676,0.520,0.520,None
(ID16737 : ID2593),361,16737,2593,9.734,4.500,46.800,220.480,35.676,3.120,3.120,None
(ID2593 : ID12144),361,2593,12144,17.576,5.500,47.320,218.660,35.676,4.192,4.192,None
(ID2605 : ID12177),361,2605,12177,0.541,5.500,51.220,231.140,35.676,0.735,0.735,None
(ID12177 : ID7661),361,12177,7661,4.597,6.500,50.700,229.840,35.676,2.144,2.144,None
(ID12144 : ID7650),361,12144,7650,18.387,6.500,46.800,218.920,35.676,4.288,4.288,None
(ID7661 : ID42564),361,7661,42564,2.163,7.500,50.960,228.280,35.676,1.471,1.471,None
(ID7650 : ID42548),361,7650,42548,33.800,7.500,46.800,218.140,35.676,5.814,5.814,None
(ID42564 : ID23615),361,42564,23615,0.270,8.500,51.480,227.500,35.676,0.520,0.520,None
(ID42548 : ID23603),361,42548,23603,2.163,8.500,45.760,214.760,35.676,1.471,1.471,None
(ID23603 : ID40030),361,23603,40030,0.270,9.500,44.980,214.240,35.676,0.520,0.520,None
(ID23615 : ID40041),361,23615,40041,1.352,9.500,51.220,226.720,35.676,1.163,1.163,None
(ID40041 : ID26277),361,40041,26277,5.408,10.500,49.920,226.720,35.676,2.326,2.326,None
(ID40030 : ID26262),361,40030,26262,1.352,10.500,44.460,214.760,35.676,1.163,1.163,None
(ID26262 : ID34543),361,26262,34543,0.541,11.500,44.460,215.540,35.676,0.735,0.735,None
(ID26277 : ID34557),361,26277,34557,0.541,11.500,49.140,227.500,35.676,0.735,0.735,None
(ID34557 : ID37334),361,34557,37334,8.653,12.500,50.440,228.800,35.676,2.942,2.942,None
(ID34543 : ID37323),361,34543,37323,1.352,12.500,44.980,216.320,35.676,1.163,1.163,None
(ID37323 : ID29070),361,37323,29070,1.352,13.500,44.720,216.580,35.676,1.163,1.163,None
(ID37334 : ID29083),361,37334,29083,3.515,13.500,50.700,229.320,35.676,1.875,1.875,None
(ID29083 : ID34400),361,29083,34400,2.704,14.500,50.700,229.060,35.676,1.644,1.644,None
(ID29070 : ID34372),361,29070,34372,3.515,14.500,44.980,216.840,35.676,1.875,1.875,None
(ID34372 : ID48609),361,34372,48609,2.704,15.500,44.980,217.100,35.676,1.644,1.644,None
(ID34400 : ID48619),361,34400,48619,1.352,15.500,51.740,229.840,35.676,1.163,1.163,None
(ID48619 : ID45620),361,48619,45620,6.760,16.500,53.040,231.140,35.676,2.600,2.600,None
(ID48609 : ID45600),361,48609,45600,1.082,16.500,44.720,216.840,35.676,1.040,1.040,None
(ID48619 : ID45616),361,48619,45616,12.168,16.500,50.440,229.580,35.676,3.488,3.488,None
(ID45620 : ID51634),361,45620,51634,5.408,17.500,53.040,231.400,35.676,2.326,2.326,None
(ID45600 : ID51618),361,45600,51618,4.597,17.500,44.200,217.100,35.676,2.144,2.144,None
(ID45616 : ID51628),361,45616,51628,6.760,17.500,49.660,227.760,35.676,2.600,2.600,None
(ID51634 : ID54715),361,51634,54715,24.066,18.500,49.920,229.580,35.676,4.906,4.906,None
(ID51628 : ID54710),361,51628,54710,4.597,18.500,50.180,225.680,35.676,2.144,2.144,None
(ID51618 : ID54700),361,51618,54700,32.989,18.500,46.020,217.100,35.676,5.744,5.744,None
(ID54710 : ID60688),361,54710,60688,7.842,19.500,49.400,225.940,35.676,2.800,2.800,None
(ID54700 : ID60668),361,54700,60668,28.662,19.500,46.540,215.540,35.676,5.354,5.354,None
(ID54715 : ID60129),361,54715,60129,72.405,19.500,46.733,229.030,31.637,8.509,8.509,None
(ID60668 : ID57605),361,60668,57605,14.331,20.500,43.680,216.060,35.676,3.786,3.786,None
(ID60688 : ID57613),361,60688,57613,7.842,20.500,50.180,226.720,35.676,2.800,2.800,None
(ID60129 : ID57074),361,60129,57074,1.232,20.500,45.263,230.176,27.462,1.110,1.110,None
(ID57074 : ID65793),361,57074,65793,13.184,21.500,46.292,230.372,26.179,3.631,3.631,None
(ID65793 : ID62754),361,65793,62754,4.144,22.500,48.495,230.102,24.420,2.036,2.036,None
(ID62754 : ID71286),361,62754,71286,0.846,23.500,49.605,229.755,24.017,0.920,0.920,None
(ID71286 : ID68441),361,71286,68441,4.214,24.500,49.248,230.249,24.376,2.053,2.053,None
(ID68441 : ID76883),361,68441,76883,5.081,25.500,47.767,230.257,24.446,2.254,2.254,None
(ID76883 : ID74267),361,76883,74267,7.737,26.500,46.799,230.699,25.041,2.782,2.782,None
(ID74267 : ID82292),361,74267,82292,19.899,27.500,45.204,230.217,25.837,4.461,4.461,None
(ID82292 : ID79581),361,82292,79581,1.159,28.500,43.607,229.026,25.821,1.077,1.077,None
(ID79581 : ID84850),361,79581,84850,0.984,29.500,43.370,229.976,25.497,0.992,0.992,None
(ID20398 : ID6732),362,20398,6732,1.945,0.500,127.257,56.090,27.920,1.395,1.395,None
(ID6732 : ID14392),362,6732,14392,1.148,1.500,126.341,56.065,27.822,1.072,1.072,None
(ID14392 : ID17772),362,14392,17772,1.269,2.500,126.447,55.911,27.868,1.127,1.127,None
(ID17772 : ID15353),362,17772,15353,1.199,3.500,127.313,56.391,28.286,1.095,1.095,None
(ID15353 : ID2074),362,15353,2074,0.414,4.500,127.995,56.763,28.165,0.643,0.643,None
(ID2074 : ID11127),362,2074,11127,0.713,5.500,128.034,56.499,28.136,0.844,0.844,None
(ID11127 : ID6662),362,11127,6662,3.742,6.500,126.907,55.991,28.110,1.934,1.934,None
(ID6662 : ID42021),362,6662,42021,0.504,7.500,126.210,55.543,27.873,0.710,0.710,None
(ID42021 : ID23194),362,42021,23194,4.519,8.500,125.683,55.726,28.433,2.126,2.126,None
(ID23194 : ID39615),362,23194,39615,0.476,9.500,124.773,56.401,29.241,0.690,0.690,None
(ID39615 : ID25853),362,39615,25853,0.378,10.500,124.453,56.767,29.240,0.615,0.615,None
(ID25853 : ID33918),362,25853,33918,2.040,11.500,124.346,57.061,29.720,1.428,1.428,None
(ID33918 : ID36905),362,33918,36905,0.378,12.500,124.560,57.309,30.168,0.615,0.615,None
(ID36905 : ID28637),362,36905,28637,0.023,13.500,124.751,57.430,29.981,0.152,0.152,None
(ID28637 : ID33491),362,28637,33491,2.107,14.500,125.421,57.160,29.840,1.452,1.452,None
(ID33491 : ID47987),362,33491,47987,10.429,15.500,126.534,58.333,29.164,3.229,3.229,None
(ID33491 : ID48135),362,33491,48135,7.837,15.500,125.733,55.514,29.474,2.799,2.799,None
(ID48135 : ID45121),362,48135,45121,1.564,16.500,125.571,53.578,29.468,1.250,1.250,None
(ID47987 : ID45126),362,47987,45126,4.121,16.500,127.413,60.636,29.105,2.030,2.030,None
(ID45121 : ID51152),362,45121,51152,1.735,17.500,125.218,52.595,29.510,1.317,1.317,None
(ID45126 : ID51154),362,45126,51154,0.715,17.500,127.606,61.517,29.889,0.846,0.846,None
(ID51154 : ID54207),362,51154,54207,0.448,18.500,127.569,61.324,30.093,0.669,0.669,None
(ID51152 : ID54200),362,51152,54200,0.777,18.500,125.138,52.250,29.315,0.882,0.882,None
(ID54207 : ID60180),362,54207,60180,0.915,19.500,128.202,60.983,29.892,0.956,0.956,None
(ID54200 : ID60012),362,54200,60012,0.927,19.500,125.728,52.180,28.800,0.963,0.963,None
(ID60012 : ID56969),362,60012,56969,2.613,20.500,126.107,52.611,27.818,1.616,1.616,None
(ID60180 : ID56974),362,60180,56974,4.346,20.500,128.695,61.258,28.884,2.085,2.085,None
(ID56974 : ID65841),362,56974,65841,1.041,21.500,128.574,62.122,27.948,1.020,1.020,None
(ID56969 : ID65699),362,56969,65699,1.870,21.500,126.273,53.763,26.945,1.367,1.367,None
(ID65699 : ID62802),362,65699,62802,2.412,22.500,126.138,55.035,26.241,1.553,1.553,None
(ID65841 : ID63125),362,65841,63125,3.683,22.500,128.326,63.413,28.498,1.919,1.919,None
(ID62802 : ID71339),362,62802,71339,2.528,23.500,126.209,56.488,25.897,1.590,1.590,None
(ID63125 : ID71634),362,63125,71634,1.805,23.500,128.190,64.888,29.019,1.344,1.344,None
(ID71339 : ID68502),362,71339,68502,0.701,24.500,126.135,57.619,25.954,0.837,0.837,None
(ID71634 : ID68824),362,71634,68824,0.460,24.500,128.202,65.873,28.908,0.678,0.678,None
(ID68502 : ID76788),362,68502,76788,3.478,25.500,125.425,58.289,25.248,1.865,1.865,None
(ID68824 : ID77230),362,68824,77230,0.813,25.500,128.225,66.548,29.062,0.902,0.902,None
(ID76788 : ID74317),362,76788,74317,11.325,26.500,125.802,59.336,25.767,3.365,3.365,None
(ID77230 : ID74467),362,77230,74467,0.350,26.500,128.399,67.124,29.374,0.591,0.591,None
(ID74317 : ID82205),362,74317,82205,5.321,27.500,126.074,60.328,26.059,2.307,2.307,None
(ID74467 : ID82355),362,74467,82355,3.906,27.500,127.930,67.590,28.728,1.976,1.976,None
(ID82355 : ID79631),362,82355,79631,0.536,28.500,127.027,67.999,27.813,0.732,0.732,None
(ID82205 : ID79503),362,82205,79503,0.420,28.500,125.188,60.466,25.103,0.648,0.648,None
(ID79631 : ID84893),362,79631,84893,3.605,29.500,127.648,67.756,27.533,1.899,1.899,None
(ID79503 : ID84619),362,79503,84619,0.988,29.500,125.117,60.226,24.676,0.994,0.994,None
(ID19250 : ID4495),364,19250,4495,0.994,0.500,86.787,102.958,10.703,0.997,0.997,None
(ID4495 : ID13400),364,4495,13400,0.881,1.500,85.885,102.924,10.988,0.938,0.938,None
(ID13400 : ID16831),364,13400,16831,0.506,2.500,85.759,102.970,11.188,0.711,0.711,None
(ID16831 : ID10748),364,16831,10748,0.740,3.500,86.308,103.305,11.568,0.860,0.860,None
(ID10748 : ID1121),364,10748,1121,1.638,4.500,87.035,103.412,11.470,1.280,1.280,None
(ID1121 : ID9085),364,1121,9085,0.809,5.500,87.121,103.349,10.855,0.899,0.899,None
(ID9085 : ID4760),364,9085,4760,2.064,6.500,86.019,103.386,10.799,1.437,1.437,None
(ID4760 : ID41056),364,4760,41056,1.697,7.500,85.868,103.076,10.935,1.303,1.303,None
(ID41056 : ID22050),364,41056,22050,1.377,8.500,86.110,102.845,11.407,1.173,1.173,None
(ID22050 : ID38471),364,22050,38471,0.904,9.500,85.438,102.795,11.631,0.951,0.951,None
(ID38471 : ID24592),364,38471,24592,0.996,10.500,84.679,102.724,11.083,0.998,0.998,None
(ID24592 : ID31689),364,24592,31689,0.504,11.500,84.508,103.014,10.986,0.710,0.710,None
(ID31689 : ID35765),364,31689,35765,0.255,12.500,84.923,103.194,11.343,0.505,0.505,None
(ID35765 : ID27519),364,35765,27519,0.093,13.500,84.992,103.201,11.419,0.305,0.305,None
(ID27519 : ID31199),364,27519,31199,3.121,14.500,85.729,103.407,11.442,1.767,1.767,None
(ID31199 : ID46822),364,31199,46822,7.409,15.500,86.165,102.305,11.725,2.722,2.722,None
(ID31199 : ID46829),364,31199,46829,15.261,15.500,86.538,105.539,11.653,3.907,3.907,None
(ID46829 : ID43733),364,46829,43733,2.107,16.500,86.846,108.122,11.774,1.452,1.452,None
(ID46822 : ID43723),364,46822,43723,1.560,16.500,85.763,100.398,11.882,1.249,1.249,None
(ID43733 : ID49837),364,43733,49837,2.209,17.500,86.520,108.948,11.575,1.486,1.486,None
(ID43723 : ID52853),364,43723,52853,0.051,18.000,85.726,99.731,11.783,0.113,0.226,None
(ID49837 : ID52686),364,49837,52686,0.814,18.500,86.132,108.963,11.058,0.902,0.902,None
(ID52686 : ID58683),364,52686,58683,0.163,19.500,86.502,108.643,10.643,0.404,0.404,None
(ID52853 : ID58867),364,52853,58867,0.805,19.500,85.815,100.079,11.528,0.897,0.897,None
(ID58867 : ID55630),364,58867,55630,2.509,20.500,85.919,101.088,10.869,1.584,1.584,None
(ID58683 : ID55636),364,58683,55636,0.288,20.500,86.679,108.578,10.282,0.536,0.536,None
(ID55636 : ID64521),364,55636,64521,0.204,21.500,86.955,108.792,10.066,0.452,0.452,None
(ID55630 : ID64511),364,55630,64511,0.307,21.500,85.980,101.963,10.394,0.554,0.554,None
(ID64511 : ID61619),364,64511,61619,0.527,22.500,86.206,102.559,10.371,0.726,0.726,None
(ID64521 : ID61625),364,64521,61625,0.102,22.500,87.260,108.948,9.994,0.319,0.319,None
(ID61619 : ID70169),364,61619,70169,1.071,23.500,86.790,103.009,10.537,1.035,1.035,None
(ID61625 : ID70176),364,61625,70176,1.172,23.500,87.847,109.068,10.170,1.083,1.083,None
(ID70169 : ID67358),364,70169,67358,1.945,24.500,86.795,103.647,10.747,1.395,1.395,None
(ID70176 : ID67365),364,70176,67365,2.100,24.500,87.699,109.571,10.425,1.449,1.449,None
(ID67358 : ID75826),364,67358,75826,0.543,25.500,86.041,104.366,10.649,0.737,0.737,None
(ID67365 : ID75833),364,67365,75833,0.323,25.500,87.056,110.244,10.355,0.569,0.569,None
(ID75833 : ID73248),364,75833,73248,1.063,26.500,87.135,110.791,10.722,1.031,1.031,None
(ID75826 : ID73244),364,75826,73244,1.051,26.500,85.713,105.025,10.755,1.025,1.025,None
(ID73248 : ID81105),364,73248,81105,1.471,27.500,86.841,111.389,10.842,1.213,1.213,None
(ID73244 : ID81098),364,73244,81098,1.504,27.500,85.322,105.895,10.671,1.227,1.227,None
(ID81098 : ID78417),364,81098,78417,0.157,28.500,84.965,106.234,10.193,0.396,0.396,None
(ID81105 : ID78426),364,81105,78426,0.239,28.500,86.475,111.746,10.300,0.489,0.489,None
(ID78417 : ID83665),364,78417,83665,0.431,29.500,84.929,106.289,9.703,0.656,0.656,None
(ID78426 : ID83672),364,78426,83672,0.531,29.500,86.675,111.537,9.834,0.729,0.729,None
(ID20401 : ID6993),365,20401,6993,0.857,0.500,41.213,62.729,28.546,0.926,0.926,None
(ID6993 : ID14396),365,6993,14396,0.397,1.500,40.621,62.626,28.674,0.630,0.630,None
(ID14396 : ID17911),365,14396,17911,1.342,2.500,40.795,62.830,28.725,1.159,1.159,None
(ID17911 : ID15582),365,17911,15582,0.567,3.500,41.506,63.046,29.053,0.753,0.753,None
(ID15582 : ID2077),365,15582,2077,0.914,4.500,42.124,62.865,28.820,0.956,0.956,None
(ID2077 : ID11135),365,2077,11135,0.265,5.500,42.361,62.963,28.236,0.514,0.514,None
(ID11135 : ID6670),365,11135,6670,1.514,6.500,41.764,62.770,28.008,1.230,1.230,None
(ID6670 : ID42024),365,6670,42024,1.444,7.500,41.810,62.516,27.834,1.202,1.202,None
(ID42024 : ID23200),365,42024,23200,1.575,8.500,42.565,62.671,28.266,1.255,1.255,None
(ID23200 : ID39618),365,23200,39618,0.728,9.500,42.375,62.874,29.044,0.853,0.853,None
(ID39618 : ID25857),365,39618,25857,1.557,10.500,41.410,62.871,29.080,1.248,1.248,None
(ID25857 : ID33928),365,25857,33928,0.201,11.500,40.774,62.696,29.141,0.449,0.449,None
(ID33928 : ID36771),365,33928,36771,1.177,12.500,40.470,62.783,28.903,1.085,1.085,None
(ID33928 : ID36906),365,33928,36906,0.316,12.500,40.907,62.516,29.541,0.562,0.562,None
(ID36771 : ID28510),365,36771,28510,0.104,13.500,40.087,63.027,28.511,0.323,0.323,None
(ID36906 : ID28642),365,36906,28642,1.100,13.500,40.915,62.797,29.429,1.049,1.049,None
(ID28510 : ID48275),365,28510,48275,9.746,15.000,40.320,62.241,29.810,1.561,3.122,None
(ID28642 : ID33497),365,28642,33497,2.914,14.500,41.581,63.057,28.988,1.707,1.707,None
(ID33497 : ID47991),365,33497,47991,7.419,15.500,43.020,63.954,28.202,2.724,2.724,None
(ID47991 : ID44938),365,47991,44938,2.208,16.500,44.297,64.802,27.295,1.486,1.486,None
(ID48275 : ID45256),365,48275,45256,2.608,16.500,40.451,60.942,31.705,1.615,1.615,None
(ID45256 : ID51393),365,45256,51393,6.776,17.500,39.227,60.683,33.172,2.603,2.603,None
(ID44938 : ID51021),365,44938,51021,0.712,17.500,44.597,64.427,27.108,0.844,0.844,None
(ID51393 : ID54461),365,51393,54461,3.936,18.500,38.996,60.532,33.445,1.984,1.984,None
(ID51021 : ID54067),365,51021,54067,0.029,18.500,44.222,64.159,27.210,0.169,0.169,None
(ID54067 : ID59857),365,54067,59857,0.583,19.500,44.171,64.251,26.900,0.764,0.764,None
(ID54461 : ID60314),365,54461,60314,2.714,19.500,39.918,60.602,32.190,1.647,1.647,None
(ID60314 : ID57129),365,60314,57129,4.923,20.500,40.310,61.646,30.619,2.219,2.219,None
(ID59857 : ID56823),365,59857,56823,2.940,20.500,44.321,65.089,26.061,1.715,1.715,None
(ID57129 : ID65843),365,57129,65843,3.474,21.500,40.876,62.961,29.183,1.864,1.864,None
(ID56823 : ID65709),365,56823,65709,3.481,21.500,44.618,66.678,25.663,1.866,1.866,None
(ID65709 : ID62664),365,65709,62664,4.276,22.500,44.962,68.257,25.005,2.068,2.068,None
(ID65843 : ID62967),365,65843,62967,3.025,22.500,41.569,64.170,28.045,1.739,1.739,None
(ID62967 : ID71486),365,62967,71486,1.098,23.500,42.131,65.210,27.433,1.048,1.048,None
(ID62664 : ID71200),365,62664,71200,1.914,23.500,45.600,69.475,24.333,1.383,1.383,None
(ID71486 : ID68661),365,71486,68661,3.384,24.500,41.460,65.993,27.441,1.839,1.839,None
(ID71200 : ID68356),365,71200,68356,2.739,24.500,45.295,70.447,24.271,1.655,1.655,None
(ID68356 : ID76795),365,68356,76795,0.212,25.500,44.566,71.027,23.967,0.460,0.460,None
(ID68661 : ID77087),365,68661,77087,1.003,25.500,40.197,66.577,27.386,1.001,1.001,None
(ID76795 : ID74039),365,76795,74039,1.603,26.500,44.839,71.695,24.058,1.266,1.266,None
(ID77087 : ID74323),365,77087,74323,1.338,26.500,40.255,67.042,27.582,1.157,1.157,None
(ID74323 : ID82354),365,74323,82354,1.423,27.500,40.179,67.458,27.750,1.193,1.193,None
(ID74039 : ID82076),365,74039,82076,0.427,27.500,45.033,72.046,24.033,0.653,0.653,None
(ID82354 : ID79629),365,82354,79629,0.570,28.500,39.297,67.634,27.488,0.755,0.755,None
(ID82076 : ID79377),365,82076,79377,0.151,28.500,45.041,72.010,23.654,0.388,0.388,None
(ID79377 : ID84624),365,79377,84624,0.512,29.500,45.241,71.970,23.234,0.716,0.716,None
(ID79629 : ID84894),365,79629,84894,1.426,29.500,39.525,67.624,27.237,1.194,1.194,None
(ID20869 : ID7717),367,20869,7717,0.270,0.500,120.380,220.480,35.676,0.520,0.520,None
(ID7717 : ID14882),367,7717,14882,1.082,1.500,119.600,220.480,35.676,1.040,1.040,None
(ID14882 : ID18280),367,14882,18280,2.434,2.500,119.860,220.480,35.676,1.560,1.560,None
(ID18280 : ID16742),367,18280,16742,0.270,3.500,120.640,220.740,35.676,0.520,0.520,None
(ID16742 : ID2595),367,16742,2595,0.541,4.500,120.900,221.260,35.676,0.735,0.735,None
(ID2595 : ID12161),367,2595,12161,0.541,5.500,121.420,221.780,35.676,0.735,0.735,None
(ID12161 : ID7651),367,12161,7651,3.515,6.500,120.900,221.520,35.676,1.875,1.875,None
(ID7651 : ID42553),367,7651,42553,2.704,7.500,120.380,220.220,35.676,1.644,1.644,None
(ID42553 : ID23606),367,42553,23606,3.515,8.500,119.860,218.920,35.676,1.875,1.875,None
(ID23606 : ID40035),367,23606,40035,2.163,9.500,118.560,218.920,35.676,1.471,1.471,None
(ID40035 : ID26269),367,40035,26269,1.352,10.500,117.780,219.960,35.676,1.163,1.163,None
(ID26269 : ID34549),367,26269,34549,1.352,11.500,117.780,221.000,35.676,1.163,1.163,None
(ID34549 : ID37326),367,34549,37326,0.541,12.500,117.780,221.780,35.676,0.735,0.735,None
(ID37326 : ID29075),367,37326,29075,0.000,13.500,117.520,222.040,35.676,0.000,0.000,None
(ID29075 : ID34385),367,29075,34385,5.408,14.500,118.560,222.560,35.676,2.326,2.326,None
(ID34385 : ID48612),367,34385,48612,1.082,15.500,119.600,222.560,35.676,1.040,1.040,None
(ID48612 : ID45607),367,48612,45607,1.352,16.500,119.080,221.780,35.676,1.163,1.163,None
(ID45607 : ID51621),367,45607,51621,1.082,17.500,118.560,221.000,35.676,1.040,1.040,None
(ID51621 : ID54704),367,51621,54704,5.408,18.500,119.080,219.440,35.676,2.326,2.326,None
(ID54704 : ID60680),367,54704,60680,27.040,19.500,121.160,220.480,35.676,5.200,5.200,None
(ID60680 : ID57606),367,60680,57606,17.576,20.500,122.980,220.480,35.676,4.192,4.192,None
(ID57606 : ID66474),367,57606,66474,22.173,21.500,123.500,216.060,35.676,4.709,4.709,None
(ID66474 : ID63598),367,66474,63598,48.131,22.500,122.980,217.100,35.676,6.938,6.938,None
(ID63598 : ID72098),367,63598,72098,9.194,23.500,121.420,219.180,35.676,3.032,3.032,None
(ID72098 : ID69259),367,72098,69259,7.030,24.500,120.900,219.180,35.676,2.651,2.651,None
(ID69259 : ID77660),367,69259,77660,4.597,25.500,120.900,221.520,35.676,2.144,2.144,None
(ID77660 : ID74889),367,77660,74889,2.704,26.500,120.900,223.340,35.676,1.644,1.644,None
(ID74889 : ID82920),367,74889,82920,4.867,27.500,120.380,224.900,35.676,2.206,2.206,None
(ID82920 : ID80026),367,82920,80026,24.792,28.500,118.822,223.494,34.773,4.979,4.979,None
(ID82920 : ID80187),367,82920,80187,1.082,28.500,119.600,226.200,35.676,1.040,1.040,None
(ID80026 : ID85308),367,80026,85308,1.479,29.500,118.379,221.794,34.018,1.216,1.216,None
(ID80187 : ID85472),367,80187,85472,0.541,29.500,119.860,226.980,35.676,0.735,0.735,None
(ID20524 : ID6998),368,20524,6998,0.816,0.500,127.559,65.478,29.385,0.903,0.903,None
(ID6998 : ID14516),368,6998,14516,2.045,1.500,126.640,65.472,29.361,1.430,1.430,None
(ID14516 : ID17916),368,14516,17916,1.747,2.500,126.633,65.620,29.139,1.322,1.322,None
(ID17916 : ID15587),368,17916,15587,1.144,3.500,127.719,65.975,29.472,1.070,1.070,None
(ID15587 : ID2079),368,15587,2079,1.611,4.500,128.323,66.010,29.060,1.269,1.269,None
(ID2079 : ID11139),368,2079,11139,0.186,5.500,128.262,65.835,28.521,0.431,0.431,None
(ID11139 : ID6673),368,11139,6673,2.625,6.500,127.297,65.544,28.509,1.620,1.620,None
(ID6673 : ID42026),368,6673,42026,0.614,7.500,126.819,65.129,28.262,0.783,0.783,None
(ID42026 : ID23203),368,42026,23203,2.815,8.500,126.588,64.932,28.751,1.678,1.678,None
(ID23203 : ID39620),368,23203,39620,0.298,9.500,125.830,64.935,29.256,0.546,0.546,None
(ID39620 : ID25860),368,39620,25860,0.742,10.500,125.259,65.187,29.191,0.861,0.861,None
(ID25860 : ID33941),368,25860,33941,1.245,11.500,124.948,65.761,29.726,1.116,1.116,None
(ID33941 : ID36908),368,33941,36908,1.209,12.500,125.351,65.942,29.801,1.100,1.100,None
(ID36908 : ID28643),368,36908,28643,0.810,13.500,125.801,65.838,29.865,0.900,0.900,None
(ID28643 : ID33507),368,28643,33507,1.502,14.500,126.427,65.940,30.041,1.226,1.226,None
(ID33507 : ID47853),368,33507,47853,13.497,15.500,126.028,66.018,28.202,3.674,3.674,None
(ID33507 : ID48280),368,33507,48280,8.007,15.500,128.091,66.403,30.547,2.830,2.830,None
(ID47853 : ID44665),368,47853,44665,5.388,16.500,124.653,65.924,25.555,2.321,2.321,None
(ID48280 : ID45261),368,48280,45261,3.070,16.500,129.969,66.916,31.736,1.752,1.752,None
(ID44665 : ID50859),368,44665,50859,1.861,17.500,123.604,65.848,24.759,1.364,1.364,None
(ID50859 : ID53768),368,50859,53768,0.923,18.500,123.402,65.787,24.824,0.961,0.961,None
(ID53768 : ID59730),368,53768,59730,1.072,19.500,124.337,65.664,24.563,1.035,1.035,None
(ID59730 : ID56667),368,59730,56667,3.297,20.500,124.560,65.947,23.713,1.816,1.816,None
(ID56667 : ID65411),368,56667,65411,2.505,21.500,124.262,67.005,22.659,1.583,1.583,None
(ID19269 : ID4514),369,19269,4514,1.061,0.500,82.231,126.996,10.670,1.030,1.030,None
(ID4514 : ID13259),369,4514,13259,0.004,1.500,81.717,127.051,10.751,0.063,0.063,None
(ID13259 : ID16858),369,13259,16858,0.895,2.500,82.040,126.977,11.050,0.946,0.946,None
(ID16858 : ID10780),369,16858,10780,1.030,3.500,82.787,127.097,11.616,1.015,1.015,None
(ID10780 : ID1149),369,10780,1149,1.763,4.500,83.814,127.171,11.646,1.328,1.328,None
(ID1149 : ID9101),369,1149,9101,0.998,5.500,84.061,127.058,11.102,0.999,0.999,None
(ID9101 : ID4803),369,9101,4803,3.025,6.500,82.829,127.161,10.857,1.739,1.739,None
(ID4803 : ID41084),369,4803,41084,1.315,7.500,82.438,126.948,11.028,1.147,1.147,None
(ID41084 : ID22070),369,41084,22070,2.084,8.500,82.309,126.487,11.491,1.444,1.444,None
(ID22070 : ID38497),369,22070,38497,0.881,9.500,81.377,126.677,11.878,0.939,0.939,None
(ID38497 : ID24773),369,38497,24773,0.725,10.500,80.713,127.142,11.650,0.851,0.851,None
(ID24773 : ID31736),369,24773,31736,0.444,11.500,80.604,127.434,11.614,0.666,0.666,None
(ID31736 : ID35789),369,31736,35789,0.773,12.500,81.164,127.698,12.066,0.879,0.879,None
(ID35789 : ID27544),369,35789,27544,0.173,13.500,81.335,127.745,12.218,0.417,0.417,None
(ID27544 : ID31250),369,27544,31250,2.162,14.500,81.884,127.779,11.986,1.470,1.470,None
(ID31250 : ID46863),369,31250,46863,10.668,15.500,84.205,128.183,11.885,3.266,3.266,None
(ID31250 : ID46865),369,31250,46865,9.361,15.500,81.173,128.399,12.019,3.060,3.060,None
(ID46865 : ID43762),369,46865,43762,1.549,16.500,79.124,128.908,12.225,1.245,1.245,None
