Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID47096 : ID44007),201,47096,44007,1.254,16.500,72.317,167.638,14.218,1.120,1.120,None
(ID44007 : ID50077),201,44007,50077,7.202,17.500,70.504,167.496,14.238,2.684,2.684,None
(ID44005 : ID50075),201,44005,50075,2.551,17.500,78.256,162.585,13.604,1.597,1.597,None
(ID50075 : ID53109),201,50075,53109,0.989,18.500,77.937,162.641,13.379,0.995,0.995,None
(ID50077 : ID53112),201,50077,53112,2.761,18.500,69.847,166.622,14.383,1.661,1.661,None
(ID53109 : ID59114),201,53109,59114,0.383,19.500,78.197,162.583,13.146,0.619,0.619,None
(ID53112 : ID59116),201,53112,59116,2.382,19.500,70.570,165.355,14.234,1.543,1.543,None
(ID59114 : ID55891),201,59114,55891,2.811,20.500,77.937,161.751,12.478,1.677,1.677,None
(ID59116 : ID55892),201,59116,55892,4.061,20.500,70.918,163.838,13.442,2.015,2.015,None
(ID55891 : ID64767),201,55891,64767,2.562,21.500,77.647,160.358,12.057,1.601,1.601,None
(ID55892 : ID64769),201,55892,64769,2.157,21.500,71.364,162.362,12.716,1.469,1.469,None
(ID64769 : ID61881),201,64769,61881,0.538,22.500,71.663,161.334,12.467,0.734,0.734,None
(ID64767 : ID61880),201,64767,61880,0.511,22.500,77.471,159.262,12.089,0.715,0.715,None
(ID61881 : ID70423),201,61881,70423,1.002,23.500,72.173,161.263,12.525,1.001,1.001,None
(ID61880 : ID70420),201,61880,70420,0.521,23.500,77.760,159.087,12.227,0.722,0.722,None
(ID70420 : ID67613),201,70420,67613,2.597,24.500,77.471,159.865,12.535,1.611,1.611,None
(ID70423 : ID67752),201,70423,67752,1.962,24.500,72.286,162.149,12.825,1.401,1.401,None
(ID67613 : ID76062),201,67613,76062,1.588,25.500,76.757,161.063,12.740,1.260,1.260,None
(ID67752 : ID76065),201,67752,76065,1.391,25.500,71.903,163.340,12.821,1.179,1.179,None
(ID76065 : ID73455),201,76065,73455,1.467,26.500,72.179,164.267,12.985,1.211,1.211,None
(ID76062 : ID73452),201,76062,73452,1.468,26.500,76.796,162.197,12.964,1.212,1.212,None
(ID73455 : ID81347),201,73455,81347,2.482,27.500,72.174,165.289,13.084,1.576,1.576,None
(ID73452 : ID81344),201,73452,81344,1.479,27.500,76.687,163.224,12.919,1.216,1.216,None
(ID81347 : ID78656),201,81347,78656,0.455,28.500,71.650,166.220,12.739,0.675,0.675,None
(ID81344 : ID78654),201,81344,78654,0.977,28.500,75.957,163.990,12.655,0.989,0.989,None
(ID78656 : ID83894),201,78656,83894,0.396,29.500,71.647,166.641,12.361,0.629,0.629,None
(ID78654 : ID83892),201,78654,83892,0.605,29.500,75.781,164.472,12.273,0.778,0.778,None
(ID20725 : ID7388),202,20725,7388,2.434,0.500,88.140,0.000,35.676,1.560,1.560,None
(ID7388 : ID14719),202,7388,14719,6.760,1.500,88.660,0.000,35.676,2.600,2.600,None
(ID14719 : ID18117),202,14719,18117,6.760,2.500,88.660,0.000,35.676,2.600,2.600,None
(ID18117 : ID16399),202,18117,16399,6.760,3.500,88.660,0.000,35.676,2.600,2.600,None
(ID16399 : ID2434),202,16399,2434,0.270,4.500,90.220,0.000,35.676,0.520,0.520,None
(ID2434 : ID11834),202,2434,11834,0.000,5.500,90.480,0.000,35.676,0.000,0.000,None
(ID11834 : ID7357),202,11834,7357,4.326,6.500,89.440,0.000,35.676,2.080,2.080,None
(ID11834 : ID7359),202,11834,7359,13.250,6.500,92.300,0.000,35.676,3.640,3.640,None
(ID7359 : ID42388),202,7359,42388,9.734,7.500,92.560,0.000,35.676,3.120,3.120,None
(ID7357 : ID42387),202,7357,42387,2.434,7.500,87.620,0.000,35.676,1.560,1.560,None
(ID42387 : ID23440),202,42387,23440,15.683,8.500,87.620,1.820,35.676,3.960,3.960,None
(ID23440 : ID39856),202,23440,39856,1.352,9.500,87.880,3.380,35.676,1.163,1.163,None
(ID39856 : ID26084),202,39856,26084,12.168,10.500,86.580,1.560,35.676,3.488,3.488,None
(ID26084 : ID34320),202,26084,34320,0.270,11.500,86.060,0.000,35.676,0.520,0.520,None
(ID34320 : ID37144),202,34320,37144,24.336,12.500,87.100,2.340,35.676,4.933,4.933,None
(ID37144 : ID28885),202,37144,28885,13.520,13.500,86.580,3.380,35.676,3.677,3.677,None
(ID28885 : ID33929),202,28885,33929,2.434,14.500,85.280,1.300,35.676,1.560,1.560,None
(ID33929 : ID48417),202,33929,48417,0.541,15.500,85.020,0.260,35.676,0.735,0.735,None
(ID48417 : ID45404),202,48417,45404,0.270,16.500,84.500,0.000,35.676,0.520,0.520,None
(ID45404 : ID51432),202,45404,51432,4.326,17.500,84.240,1.040,35.676,2.080,2.080,None
(ID51432 : ID54511),202,51432,54511,27.040,18.500,84.240,4.680,35.676,5.200,5.200,None
(ID19588 : ID5122),203,19588,5122,0.513,0.500,68.186,169.913,13.868,0.716,0.716,None
(ID5122 : ID13599),203,5122,13599,0.091,1.500,67.752,169.941,14.104,0.301,0.301,None
(ID13599 : ID17025),203,13599,17025,1.495,2.500,68.199,170.070,14.473,1.223,1.223,None
(ID17025 : ID11618),203,17025,11618,0.146,3.500,68.794,170.284,14.878,0.382,0.382,None
(ID11618 : ID1457),203,11618,1457,0.855,4.500,69.233,170.634,14.955,0.924,0.924,None
(ID1457 : ID9788),203,1457,9788,0.451,5.500,69.407,170.781,14.643,0.672,0.672,None
(ID9788 : ID5208),203,9788,5208,2.306,6.500,68.508,170.361,14.448,1.519,1.519,None
(ID5208 : ID41284),203,5208,41284,2.218,7.500,68.391,169.562,14.387,1.489,1.489,None
(ID41284 : ID22410),203,41284,22410,1.988,8.500,68.686,168.645,14.754,1.410,1.410,None
(ID22410 : ID38819),203,22410,38819,1.274,9.500,67.892,168.395,15.148,1.129,1.129,None
(ID38819 : ID24951),203,38819,24951,2.693,10.500,66.727,169.038,14.820,1.641,1.641,None
(ID24951 : ID32343),203,24951,32343,1.728,11.500,66.273,170.018,14.907,1.314,1.314,None
(ID32343 : ID36120),203,32343,36120,0.462,12.500,66.699,170.565,15.485,0.680,0.680,None
(ID36120 : ID27865),203,36120,27865,0.505,13.500,66.842,170.514,15.392,0.711,0.711,None
(ID27865 : ID31662),203,27865,31662,9.148,14.500,68.150,170.994,14.893,3.025,3.025,None
(ID27865 : ID31660),203,27865,31660,1.293,14.500,66.509,169.968,14.866,1.137,1.137,None
(ID31660 : ID47234),203,31660,47234,3.680,15.500,65.412,169.332,15.077,1.918,1.918,None
(ID31662 : ID47236),203,31662,47236,5.035,15.500,70.445,172.106,15.104,2.244,2.244,None
(ID47234 : ID44149),203,47234,44149,0.454,16.500,64.350,169.399,15.625,0.674,0.674,None
(ID47236 : ID44012),203,47236,44012,2.725,16.500,72.105,172.746,15.177,1.651,1.651,None
(ID44012 : ID50084),203,44012,50084,3.409,17.500,71.957,172.872,14.742,1.846,1.846,None
(ID44149 : ID50222),203,44149,50222,4.067,17.500,63.166,169.839,15.687,2.017,2.017,None
(ID50222 : ID53266),203,50222,53266,2.756,18.500,62.812,169.528,15.728,1.660,1.660,None
(ID50084 : ID53117),203,50084,53117,0.581,18.500,71.327,172.665,14.606,0.762,0.762,None
(ID53117 : ID59121),203,53117,59121,2.196,19.500,71.427,171.738,14.346,1.482,1.482,None
(ID53266 : ID59118),203,53266,59118,8.856,19.500,63.857,167.794,15.090,2.976,2.976,None
(ID59118 : ID56035),203,59118,56035,4.228,20.500,64.272,165.593,14.067,2.056,2.056,None
(ID59121 : ID56039),203,59121,56039,7.074,20.500,71.126,169.820,13.644,2.660,2.660,None
(ID56039 : ID64920),203,56039,64920,4.190,21.500,70.857,167.568,13.073,2.047,2.047,None
(ID56035 : ID64916),203,56035,64916,2.801,21.500,64.301,163.761,13.788,1.674,1.674,None
(ID64920 : ID61883),203,64920,61883,0.900,22.500,70.679,166.107,12.820,0.948,0.948,None
(ID64916 : ID62017),203,64916,62017,1.080,22.500,64.272,162.419,13.665,1.039,1.039,None
(ID61883 : ID70561),203,61883,70561,0.465,23.500,70.849,165.779,12.940,0.682,0.682,None
(ID62017 : ID70558),203,62017,70558,1.570,23.500,64.494,162.420,13.801,1.253,1.253,None
(ID70558 : ID67756),203,70558,67756,1.606,24.500,64.366,163.410,14.049,1.267,1.267,None
(ID70561 : ID67759),203,70561,67759,1.502,24.500,70.704,166.412,13.241,1.226,1.226,None
(ID67759 : ID76194),203,67759,76194,2.944,25.500,70.053,167.710,13.178,1.716,1.716,None
(ID67756 : ID76192),203,67756,76192,5.901,25.500,63.800,165.098,14.043,2.429,2.429,None
(ID76192 : ID73458),203,76192,73458,1.710,26.500,64.031,166.649,14.422,1.308,1.308,None
(ID76194 : ID73460),203,76194,73460,1.943,26.500,70.111,169.026,13.339,1.394,1.394,None
(ID73460 : ID81487),203,73460,81487,1.544,27.500,69.972,169.897,13.517,1.243,1.243,None
(ID73458 : ID81485),203,73458,81485,1.355,27.500,63.998,167.377,14.686,1.164,1.164,None
(ID81487 : ID78657),203,81487,78657,1.250,28.500,69.103,170.557,13.130,1.118,1.118,None
(ID81485 : ID78804),203,81485,78804,2.224,28.500,63.006,168.140,14.266,1.491,1.491,None
(ID78657 : ID83896),203,78657,83896,0.334,29.500,68.918,170.939,12.627,0.578,0.578,None
(ID78804 : ID84020),203,78804,84020,0.966,29.500,62.732,168.354,13.626,0.983,0.983,None
(ID20138 : ID6234),205,20138,6234,0.406,0.500,71.011,26.100,23.789,0.637,0.637,None
(ID6234 : ID14139),205,6234,14139,1.597,1.500,70.115,26.165,23.539,1.264,1.264,None
(ID14139 : ID17530),205,14139,17530,1.845,2.500,69.936,26.162,23.926,1.358,1.358,None
(ID17530 : ID12299),205,17530,12299,0.499,3.500,70.707,26.246,24.548,0.707,0.707,None
(ID12299 : ID1845),205,12299,1845,2.827,4.500,71.504,26.478,23.973,1.681,1.681,None
(ID1845 : ID10814),205,1845,10814,0.338,5.500,71.918,26.441,23.484,0.582,0.582,None
(ID10814 : ID6186),205,10814,6186,0.223,6.500,71.721,26.129,23.830,0.472,0.472,None
(ID6186 : ID41776),205,6186,41776,0.289,7.500,71.728,26.003,23.769,0.537,0.537,None
(ID41776 : ID22816),205,41776,22816,1.164,8.500,71.689,26.091,24.040,1.079,1.079,None
(ID22816 : ID39202),205,22816,39202,0.900,9.500,71.048,26.229,24.376,0.949,0.949,None
(ID39202 : ID25450),205,39202,25450,2.042,10.500,70.067,26.237,23.746,1.429,1.429,None
(ID25450 : ID33148),205,25450,33148,0.348,11.500,69.734,26.236,23.487,0.590,0.590,None
(ID33148 : ID36508),205,33148,36508,0.487,12.500,69.685,26.373,23.914,0.698,0.698,None
(ID36508 : ID28263),205,36508,28263,0.276,13.500,69.434,26.313,23.940,0.525,0.525,None
(ID28263 : ID32700),205,28263,32700,5.962,14.500,70.597,26.396,23.515,2.442,2.442,None
(ID32700 : ID47684),205,32700,47684,11.603,15.500,70.983,25.334,23.991,3.406,3.406,None
(ID32700 : ID47548),205,32700,47548,14.660,15.500,72.622,28.285,22.714,3.829,3.829,None
(ID47684 : ID44767),205,47684,44767,0.235,16.500,70.179,24.031,24.947,0.485,0.485,None
(ID47548 : ID44476),205,47548,44476,7.098,16.500,74.489,30.686,21.778,2.664,2.664,None
(ID44476 : ID50544),205,44476,50544,1.431,17.500,75.031,31.100,21.352,1.196,1.196,None
(ID44767 : ID50823),205,44767,50823,1.650,17.500,69.550,23.860,25.105,1.285,1.285,None
(ID50823 : ID53887),205,50823,53887,2.841,18.500,69.745,23.400,25.091,1.686,1.686,None
(ID50544 : ID53583),205,50544,53583,2.306,18.500,74.829,30.034,21.460,1.518,1.518,None
(ID53583 : ID59578),205,53583,59578,2.321,19.500,75.714,28.899,21.630,1.523,1.523,None
(ID53887 : ID59703),205,53887,59703,1.295,19.500,71.017,22.941,24.913,1.138,1.138,None
(ID59703 : ID56641),205,59703,56641,2.801,20.500,71.827,22.915,23.923,1.674,1.674,None
(ID59578 : ID56349),205,59578,56349,1.281,20.500,76.117,28.493,21.121,1.132,1.132,None
